Key_category,Key_subcategory,Key,Value,Description,Element
highway,other highway features,highway,mini_roundabout,"Similar to roundabouts, but at the center there is either a painted circle or a fully traversable island. In case of an untraversable center island, junction=roundabout should be used.
Rendered as anti-clockwise by default direction=anticlockwise. To render clockwise add the tag direction=clockwise.",node
highway,other highway features,highway,motorway_junction,"Indicates a junction (UK) or exit (US). ref=* should be set to the exit number or junction identifier. (Some roads – e.g., the A14 – also carry junction numbers, so the tag may be encountered elsewhere despite its name)",node
highway,other highway features,highway,passing_place,The location of a passing space,node
highway,other highway features,highway,platform,A platform at a bus stop or station.,node / way / area
highway,other highway features,highway,rest_area,"Place where drivers can leave the road to rest, but not refuel.",node / area
highway,other highway features,highway,services,"A service station to get food and eat something, often found at motorways",node / area
highway,other highway features,highway,speed_camera,A fixed road-side or overhead speed camera.,node
highway,other highway features,highway,speed_display,A dynamic electronic sign that displays the speed of the passer-by motorist.,node
highway,other highway features,highway,stop,A stop sign,node
highway,other highway features,highway,street_lamp,"A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night",node
highway,other highway features,highway,toll_gantry,"A toll gantry is a gantry suspended over a way, usually a motorway, as part of a system of electronic toll collection. For a toll booth with any kind of barrier or booth see: barrier=toll_booth",node
highway,other highway features,highway,traffic_mirror,Mirror that reflects the traffic on one road when direct view is blocked.,node
highway,other highway features,highway,traffic_signals,Lights that control the traffic,node
highway,other highway features,highway,trailhead,Designated place to start on a trail or route,node
highway,other highway features,highway,turning_circle,"A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as a cul de sac.",node
highway,other highway features,highway,turning_loop,"A widened area of a highway with a non-traversable island for turning around, often circular and at the end of a road.",node
highway,other highway features,highway,User Defined,All commonly used values according to Taginfo,node / way
historic,historic,historic,aircraft,A decommissioned aircraft which generally remains in one place.,node / area
historic,historic,historic,anchor,A historic/retired anchor. Usually found in historic maritime areas.,node
historic,historic,historic,aqueduct,A historic structure to convey water,way / area
historic,historic,historic,archaeological_site,A place in which evidence of past activity is preserved.,node / way / area
historic,historic,historic,battlefield,The site of a battle or military skirmish in the past.,node / area
historic,historic,historic,bomb_crater,A bomb crater,node / area
historic,historic,historic,boundary_stone,A historic physical marker that identifies a boundary,node
historic,historic,historic,building,Unspecified historic building.,node / area
historic,historic,historic,bullaun_stone,A stone with one or more depressions,node / relation
historic,historic,historic,cannon,A historic/retired cannon. Usually found on forts or battlefields.,node
historic,historic,historic,castle,"Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other.",node / area
historic,historic,historic,castle_wall,A fortification surrounding the bailey of a castle.,way / area
historic,historic,historic,cattle_crush,,None
historic,historic,historic,charcoal_pile,Historic site of a charcoal pile. Often still in good condition in hilly forest areas.,node / area
historic,historic,historic,church,A church with a historical value.,node / area
historic,historic,historic,city_gate,A city gate within a city wall,node / area
historic,historic,historic,citywalls,A citywall is a fortification used to defend a city.,way / area
historic,historic,historic,creamery,"A creamery is an industrial building where butter and sometimes cheese or ice-cream were made from milk. For rural communities, it also served as a social gathering point.",node / area
historic,historic,historic,district,A designated historic district.,node / area
historic,historic,historic,epigraph,A historic inscription on an object,node / way / area
historic,historic,historic,farm,"A historical farm, kept in its original state.",node / area
historic,historic,historic,fort,"A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence.",node / area
historic,historic,historic,gallows,Remains of a gallows.,node / area
historic,historic,historic,house,A historic house.,node / area
historic,historic,historic,high_cross,"An early medieaval standing cross, richly decorated, often with a ring surrounding the crossing point.",node
historic,historic,historic,highwater_mark,A marker indicating a past flood or high water.,node
historic,historic,historic,lavoir,A disused lavoir mapped for its historical value.,node / area
historic,historic,historic,lime_kiln,Built structure which was used in the past to produce quicklime from limestone.,node / area
historic,historic,historic,locomotive,A decommissioned locomotive which generally remains in one place,node / area
historic,historic,historic,machine,A historic machine.,node / area
historic,historic,historic,manor,Historic manors/mansions having different use today,node / area
historic,historic,historic,memorial,"Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places.",node / area
historic,historic,historic,milestone,A historic marker that shows the distance to important destinations.,node
historic,historic,historic,millstone,A large round stone used for grinding grain or other materials.,node
historic,historic,historic,mine,Location of historic underground mine workings for minerals such as coal or lead.,node / area
historic,historic,historic,minecart,A cart used to transport coal or ore from a mine.,node / area
historic,historic,historic,monastery,Building/place that is a historically significant monastery.,node / area
historic,historic,historic,monument,"A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event.",node / area
historic,historic,historic,mosque,A mosque with a historical and archaeological value.,node / area
historic,historic,historic,ogham_stone,"A stone with an Ogham script on it. They are most commonly found in Ireland as free standing stones, lying on the ground, recycled in buildings such as churches or as artefacts in museums.",node
historic,historic,historic,optical_telegraph,Semaphore system,node / area
historic,historic,historic,pa,A New Zealand Maori Pā,None
historic,historic,historic,pillory,A pillory.,node
historic,historic,historic,pound,"A former amenity to hold stray or seized animals, often walled.",node / area
historic,historic,historic,railway_car,A decommissioned railway car which generally remains in one place,node / area
historic,historic,historic,road,A road or street that is of historical importance.,way
historic,historic,historic,round_tower,"Slim, conical tower built as a bell tower and watchtower in Ireland.",node / area / relation
historic,historic,historic,ruins,"Remains of structures that were once complete, but have fallen into partial or complete disrepair.",node / way / area
historic,historic,historic,rune_stone,"Stones, boulders or bedrock with historical runic inscriptions.",node
historic,historic,historic,shieling,An abandoned mountain pasture,node / area
historic,historic,historic,ship,A decommissioned ship/submarine which generally remains in one place,node / area
historic,historic,historic,stećak,Specifies megalithic gravestone from medieval Bosnia.,node / area
historic,historic,historic,stone,A stone shaped or placed by man with historical value.,node
historic,historic,historic,tank,A decommissioned tank which generally remains in one place,node / area
historic,historic,historic,temple,"An ancient pagan temple in_situ and in various degree of preservation, such as Ziggurat, Egyptian temple, Mithraeum, Erechtheion, Buddhist, Meso-American and other ancient religious and rituals' temples, with a historical and archaeological value.",node / area
historic,historic,historic,tomb,A structure where somebody has been buried.,node / area
historic,historic,historic,tower,This property distinguishes a tower as historic,node / area
historic,historic,historic,vehicle,A decommissioned vehicle which generally remains in one place,node / area
historic,historic,historic,wayside_cross,"A historical cross along a way, symbol of Christian faith.",node
historic,historic,historic,wayside_shrine,A shrine often showing a religious depiction. Tag is used also for modern shrines.,node / area
historic,historic,historic,wreck,A nautical craft that has been sunk or destroyed.,node / area
historic,historic,historic,yes,Used to add the historic significance of the objects described by other tags.,node / way / area
landuse,common landuse key values - developed land,landuse,commercial,"Predominantly commercial businesses and their offices. Commercial businesses which sell goods should be categorised as landuse=retail. Commercial businesses can sell services on site and may include private Doctor's Surgeries, and those non-government services for mental and physical health, such as a Counselor's or Physiotherapist's practice or Veterinary. Commercial businesses can also include office buildings and business parks which have limited interface with the public and sell their services either on site, or externally. Commercial businesses have low amounts of public foot traffic.",node / area
landuse,common landuse key values - developed land,landuse,construction,"A site which is under active development and construction of a building or structure, including any purposeful alteration to the land or vegetation upon it. Abandoned construction projects and sites should not use this tag.",node / area
landuse,common landuse key values - developed land,landuse,education,An area predominately used for educational purposes/facilities.,node / area
landuse,common landuse key values - developed land,landuse,fairground,A site where a fair takes place,node / area
landuse,common landuse key values - developed land,landuse,industrial,"Predominantly industrial landuses such as workshops, factories, or warehouses.",node / area
landuse,common landuse key values - developed land,landuse,residential,"Land where people reside; predominantly residential detached (single houses, grouped dwellings), or attached (apartments, flats, units) dwellings. For ""Mixed-Use"" areas where more than half of the land is residential, tag as residential.
See also: Land use and areas of natural land#Open questions and Land use and areas of natural land § Open questions",node / area
landuse,common landuse key values - developed land,landuse,retail,"Predominantly retail businesses such as shops. Retail businesses sell physical goods such as food (prepared or grocery), clothing, medicine, stationary, appliances, tools, or other similar physical items. Retail businesses have high amounts of public foot traffic. Retail businesses do not exclusively provide or sell their services. For businesses which sell services see landuse=commercial.
Generally a member of the public could freely walk into and access a retail business. Retail is a subset of commercial, but should be used and treated as mutually exclusive in OpenStreetMap.",node / area
landuse,common landuse key values - developed land,landuse,institutional,"Land used for institutional purposes, see Institution (disambiguation). Institutional land may contain one or more buildings like an office=government, office=ngo, office=association, amenity=social_facility and their associated infrastructure (car parks, service roads, yards and so-on) inside the area.
The meaning of this tag is ambiguous and unclear by some. Consider using another tag that better describes the object. For instance landuse=civic_admin.",node / area
landuse,common landuse key values - rural and agricultural land,landuse,aquaculture,"Aquaculture is the farming of freshwater and saltwater organisms such as finfish, molluscs, crustaceans and aquatic plants.
Warning: currently, there is no convention on the exact meaning of this tag. Therefore, it makes sense to treat it like ""boundary of aquaculture"" (without implication of water body), which means, water body should be tagged by its own, using natural=water etc.",node / area
landuse,common landuse key values - rural and agricultural land,landuse,allotments,A piece of land given over to local residents for growing vegetables and flowers.,node / area
landuse,common landuse key values - rural and agricultural land,landuse,farmland,"An area of farmland used for tillage (cereals, vegetables, oil plants, flowers).",area
landuse,common landuse key values - rural and agricultural land,landuse,farmyard,"An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them.",area
landuse,common landuse key values - rural and agricultural land,landuse,paddy,An area of land where the surface and shape of the land is made suitable for growing rice.,area
landuse,common landuse key values - rural and agricultural land,landuse,animal_keeping,"An area of land that is used to keep animals, particularly horses and livestock.",area
landuse,common landuse key values - rural and agricultural land,landuse,flowerbed,An area designated for flowers,area
landuse,common landuse key values - rural and agricultural land,landuse,forest,Managed forest or woodland plantation (Other languages). Some use this to map an area of trees rather than the use of the land. See Forest.,node / area
landuse,common landuse key values - rural and agricultural land,landuse,logging,An area where some or all trees have been cut down,area
landuse,common landuse key values - rural and agricultural land,landuse,greenhouse_horticulture,Area used for growing plants in greenhouses,area
landuse,common landuse key values - rural and agricultural land,landuse,meadow,"A meadow or pasture: land primarily vegetated by grass and non-woody plants, mainly used for hay or grazing",node / area
landuse,common landuse key values - rural and agricultural land,landuse,orchard,intentional planting of trees or shrubs maintained for food production,node / area
landuse,common landuse key values - rural and agricultural land,landuse,plant_nursery,intentional planting of plants maintaining for the production of new plants,area
landuse,common landuse key values - rural and agricultural land,landuse,vineyard,A piece of land where grapes are grown.,node / area
landuse,common landuse key values - waterbody,landuse,basin,"An area artificially graded to hold water.
Together with basin=* for stormwater/rainwater infiltration/detention/retention basins.
Other languages.",node / area
landuse,common landuse key values - waterbody,landuse,reservoir,A reservoir on Wikipedia. Deprecated variant of natural=water + water=reservoir. See Proposed features/Reservoir for details.,node / area
landuse,common landuse key values - waterbody,landuse,salt_pond,A place where salt (saline) water is evaporated to extract its salt.,area
landuse,other landuse key values,landuse,brownfield,Describes land scheduled for new development where old buildings have been demolished and cleared,node / area
landuse,other landuse key values,landuse,cemetery,Place for burials. You can add religion=* (values listed in the place of worship page). Smaller places (e.g. with a church nearby) may use amenity=grave_yard instead.,node / area
landuse,other landuse key values,landuse,conservation,"Protected areas (deprecated) Alternate tagging of same thing: boundary=protected_area, protected_area=*",area
landuse,other landuse key values,landuse,depot,"An area used as a depot for e.g. vehicles (trains, buses or trams). Consider using rather standard landuse tags like landuse=railway, landuse=commercial, landuse=industrial, with subtag like industrial=depot.",area
landuse,other landuse key values,landuse,garages,"One level buildings with boxes commonly for cars, usually made of brick and metal. Usually this area belong to garage cooperative with own name, chairman, budget, rules, security, etc.",area
landuse,other landuse key values,landuse,grass,"An area of mown and managed grass not otherwise covered by a more specific tag. Some view this as not a landuse, see the main page landuse=grass for discussion.",node / area
landuse,other landuse key values,landuse,greenfield,Describes land scheduled for new development where there have been no buildings before. A greenfield is scheduled to turn into a construction site,node / area
landuse,other landuse key values,landuse,landfill,Place where waste is dumped.,node / area
landuse,other landuse key values,landuse,military,For land areas owned/used by the military for whatever purpose,node / area
landuse,other landuse key values,landuse,port,coastal industrial area where commercial traffic is handled. Consider using landuse=industrial + industrial=port for this type of industrial area.,area
landuse,other landuse key values,landuse,quarry,Surface mineral extraction,node / area
landuse,other landuse key values,landuse,railway,Area for railway use,area
landuse,other landuse key values,landuse,recreation_ground,"An open green space for general recreation, which may include pitches, nets and so on, usually municipal but possibly also private to colleges or companies",node / area
landuse,other landuse key values,landuse,religious,An area used for religious purposes,node / area
landuse,other landuse key values,landuse,village_green,A village green is a distinctive area of grassy public land in a village centre. Not a generic tag for urban greenery. It is a typical English term – defined separately from 'common land' under the Commons Registration Act 1965 and the Commons Act 2006.,node / area
landuse,other landuse key values,landuse,greenery,"Used for any area covered with landscaping or decorative greenery, regardless of it being on a roundabout, along a street or in a park/garden, This tag has been used for vegetation that is hard to classify, either because its kind or because its diversity.",area
landuse,other landuse key values,landuse,winter_sports,An area dedicated to winter sports (e.g. skiing),node / area
landuse,other landuse key values,landuse,user defined,All commonly used values according to Taginfo,node / area
leisure,leisure,leisure,adult_gaming_centre,"A venue with gambling machines, usually with a minimum age requirement.",node / area
leisure,leisure,leisure,amusement_arcade,A venue with pay-to-play games.,node / area
leisure,leisure,leisure,beach_resort,"A managed beach, including within the boundary any associated facilities. Entry may also require payment of a fee.",node / area
leisure,leisure,leisure,bandstand,A bandstand is an open structure where musical bands can perform concerts.,node / area
leisure,leisure,leisure,bird_hide,"A place that is used to observe wildlife, especially birds.",node / area
leisure,leisure,leisure,common,Identify land over which the public has general rights of use for certain leisure activities.,node / area
leisure,leisure,leisure,dance,A dance venue or dance hall.,node / area
leisure,leisure,leisure,disc_golf_course,A place to play disc golf.,node / area
leisure,leisure,leisure,dog_park,"A designated area, with or without a fenced boundary, where dog-owners are permitted to exercise their pets unrestrained.",node / area
leisure,leisure,leisure,escape_game,"A physical adventure game in which players solve a series of puzzles using clues, hints and strategy to complete the objectives at hand.",node / area
leisure,leisure,leisure,firepit,"A fire ring or fire pit, often at a campsite or picnic site.",node / area
leisure,leisure,leisure,fishing,A public or private place for fishing.,node / area
leisure,leisure,leisure,fitness_centre,"Fitness centre, health club or gym with exercise machines, fitness classes or both, for exercise.",node / area
leisure,leisure,leisure,fitness_station,An outdoor facility where people can practise typical fitness exercises.,node / area
leisure,leisure,leisure,garden,A place where flowers and other plants are grown in a decorative and structured manner or for scientific purposes.,node / area
leisure,leisure,leisure,hackerspace,"A place where people with common interests (science, technology, ...) meet.",node / area
leisure,leisure,leisure,horse_riding,"A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena use leisure=pitch + sport=equestrian.",node / area
leisure,leisure,leisure,ice_rink,A place where you can skate and play bandy or ice hockey.,node / area
leisure,leisure,leisure,marina,A facility for mooring leisure yachts and motor boats.,node / area
leisure,leisure,leisure,miniature_golf,A place or area where you can play miniature golf.,node / area
leisure,leisure,leisure,nature_reserve,"A protected area of importance for wildlife, flora, fauna or features of geological or other special interest.",node / area
leisure,leisure,leisure,park,"A park, usually in an urban (municipal) setting, created for recreation and relaxation.",node / area
leisure,leisure,leisure,picnic_table,A table with benches for food and rest.,node / area
leisure,leisure,leisure,pitch,"An area designed for practising a particular sport, normally designated with appropriate markings.",node / area
leisure,leisure,leisure,playground,A playground: an area designed for children to play.,node / area
leisure,leisure,leisure,slipway,A slipway: a ramp for launching a boat into water.,node / area
leisure,leisure,leisure,sports_centre,A sports centre is a distinct facility where sports take place within an enclosed area.,node / area
leisure,leisure,leisure,stadium,A major sports facility with substantial tiered seating.,node / area
leisure,leisure,leisure,summer_camp,A place for supervised camps for children or teenagers conducted during the summer months.,node / area
leisure,leisure,leisure,swimming_area,"An area for swimming within a larger body of water (such as a river, lake or the sea) that is marked by a rope, buoys or similar.",node / area
leisure,leisure,leisure,swimming_pool,A swimming pool (water area only).,node / area
leisure,leisure,leisure,track,"A track for running, cycling and other non-motorised racing such as horses, greyhounds.",node / area
leisure,leisure,leisure,water_park,"An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.",node / area
man made,man made,man_made,adit,A type of entrance to an underground mine which is horizontal or nearly horizontal.,node
man made,man made,man_made,beacon,A structure for signalling on land and sea,node / area
man made,man made,man_made,breakwater,A man-made structure designed to protect a shore or harbour from the sea and waves.,way / area
man made,man made,man_made,bridge,"The outline of a bridge, grouping together all features for that bridge.",area
man made,man made,man_made,bunker_silo,An open-sided structure without a roof that can be used with vehicles to fill and empty them,node / area
man made,man made,man_made,carpet_hanger,A construction to hang carpets for cleaning with the help of carpet beaters.,node / way
man made,man made,man_made,chimney,"A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories.",node / area
man made,man made,man_made,column,A column used to support a structure or for decoration.,node / area
man made,man made,man_made,communications_tower,A huge tower for transmitting radio applications,node / area
man made,man made,man_made,crane,"A stationary, permanent crane.",node / area
man made,man made,man_made,cross,"Cross, especially one with little historical value",node
man made,man made,man_made,cutline,A straight line cut in a forest.,way
man made,man made,man_made,clearcut,An area where all trees have been uniformly cut down.,area
man made,man made,man_made,dovecote,A place where doves are farmed or stored.,node / area
man made,man made,man_made,dyke,An embankment built to restrict the flow of water or other liquids,way
man made,man made,man_made,embankment,An artificial steep slope. Lower side to right (arrows side).,way
man made,man made,man_made,flagpole,A long pole built to hold a flag,node
man made,man made,man_made,gasometer,A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures,node / area
man made,man made,man_made,goods_conveyor,A conveyor system for transporting materials,way
man made,man made,man_made,groyne,A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment.,way / area
man made,man made,man_made,guard_stone,"A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.",node
man made,man made,man_made,kiln,"A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting.",node / area
man made,man made,man_made,lighthouse,Tower that emits light to serve as a navigational aid at sea or on inland waterway,node / area
man made,man made,man_made,mast,"A mast is a vertical structure built to hold, for example, antennas.",node
man made,man made,man_made,mineshaft,A vertical tunnel into a mine where minerals are extracted.,node / area
man made,man made,man_made,monitoring_station,A station that monitors something.,node / area
man made,man made,man_made,obelisk,"Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top.",node / area
man made,man made,man_made,observatory,Observatory: a location used for observing terrestrial or celestial events.,node / area
man made,man made,man_made,offshore_platform,"Offshore platform, oil platform or offshore drilling rig",node / area
man made,man made,man_made,petroleum_well,"A hole bored in the earth, designed to bring petroleum oil or gas to the surface",node
man made,man made,man_made,pier,"A pier is a raised walkway over water, supported by widely spread piles or pillars.",way / area
man made,man made,man_made,pipeline,"A major pipeline carrying gas, water, oil, etc.",way
man made,man made,man_made,pump,A device in charge of moving or raising the level of liquids.,node
man made,man made,man_made,pumping_station,Pumping station: a facility including pumps and equipment for pumping fluids from one place to another,node / area
man made,man made,man_made,reservoir_covered,A covered reservoir is a large man-made tank for holding fresh water,node / area
man made,man made,man_made,sewer_vent,Used to map sewer vent pipes.,node
man made,man made,man_made,silo,"A storage container for bulk material, often grains such as corn or wheat.",node / area
man made,man made,man_made,snow_fence,A fence-like structure built to redirect drifting snow.,way
man made,man made,man_made,snow_net,A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches,node / way
man made,man made,man_made,storage_tank,A container that holds liquids or compressed gases.,node / area
man made,man made,man_made,street_cabinet,A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.,node / area
man made,man made,man_made,stupa,A Buddhist dome-shaped structure with a spire on top.,node / area
man made,man made,man_made,surveillance,A surveillance camera or other type of surveillance equipment.,node
man made,man made,man_made,survey_point,"A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.",node
man made,man made,man_made,tailings_pond,A body of liquid or slurry used to store byproducts of mining operations.,area
man made,man made,man_made,telescope,Telescope: an instrument that aids in the observation of remote objects by collecting light or radio waves,node / area
man made,man made,man_made,tower,A tower is a free-standing structure which is higher than it is wide.,node / area
man made,man made,man_made,video_wall,"A digital screen, typically constructed out of smaller LED panels.",node / way
man made,man made,man_made,wastewater_plant,A wastewater plant is a facility used to treat wastewater.,node / area
man made,man made,man_made,watermill,A mill driven by water power.,node / area
man made,man made,man_made,water_tower,Structure with a water tank at an altitude to increase pressure in water network,node / area
man made,man made,man_made,water_well,"A structural facility to access ground water, created by digging or drilling.",node / area
man made,man made,man_made,water_tap,Publicly usable water tap,node
man made,man made,man_made,water_works,A facility where water is treated to make it suitable for human consumption.,node / area
man made,man made,man_made,wildlife_crossing,Structure that allow animals to cross human barriers safely.,way / area
man made,man made,man_made,windmill,"A traditional windmill, historically used to mill grain with wind power.",node / area
man made,man made,man_made,works,A factory or industrial production plant.,node / area
man made,man made,man_made,yes,Use tag:anthropogenic=yes or key:man_made instead.,None
military,military,military,academy,A training establishment for military service members,node / area
military,military,military,airfield,A place where military planes take off and land.,node / area
military,military,military,base,A facility where military personnel and equipment are based.,node / area
military,military,military,bunker,A building reinforced to withstand attack,node / area
military,military,military,barracks,Buildings where military personnel live and sleep.,node / area
military,military,military,checkpoint,Place where civilian visitors and vehicles will be checked by a military authority.,node
military,military,military,danger_area,A danger area is a restricted area posing a threat to life or property.,node / area
military,military,military,nuclear_explosion_site,Nuclear weapons test site,node / area
military,military,military,obstacle_course,A military obstacle course: a series of challenging physical obstructions an individual or team must navigate usually while being timed.,way / area
military,military,military,office,"Military offices, e.g. general staff office, military recruitment office etc",node / area
military,military,military,range,"Where military personnel practice with their weapons (firing, bombing, artillery, ...).",node / area
military,military,military,school,A school for children run as part of a country's military,node / area
military,military,military,training_area,A military training area/proving ground,area
military,military,military,trench,"A military trench is an excavation in the ground that is generally deeper than it is wide, dug into the ground as a barrier for military purposes (e.g. trench warfare).",node / way
vegetation,vegetation,natural,fell,"Habitat above tree line covered with grass, dwarf shrubs and mosses.",node / area
vegetation,vegetation,natural,grassland,An area where the vegetation is dominated by grasses and other herbaceous (non-woody) plants.,area
vegetation,vegetation,natural,heath,"A dwarf-shrub habitat, characterised by open, low growing woody vegetation, often dominated by plants of the Ericaceae.",area
vegetation,vegetation,natural,moor,"Don't use, see wikipage",None
vegetation,vegetation,natural,scrub,"Uncultivated land covered with shrubs, bushes or stunted trees.",node / area
vegetation,vegetation,natural,shrubbery,An area of woody shrubbery that is actively maintained or pruned by humans. A slightly wilder look is also possible.,area
vegetation,vegetation,natural,tree,A single tree.,node
vegetation,vegetation,natural,tree_row,A line of trees.,way
vegetation,vegetation,natural,tundra,"Treeless cold climate habitat with open, low growing sedges, grasses, mosses and lichens.",area
vegetation,vegetation,natural,wood,Tree-covered area (a 'forest' or 'wood'),node / area
water related,water related,natural,bay,Named area of water mostly surrounded by land but with level connection to the ocean or a lake.,node / way / area
water related,water related,natural,beach,"Landform along a body of water which consists of sand, shingle or other loose material.",node / area
water related,water related,natural,blowhole,An opening to a sea cave which has grown landwards resulting in blasts of water from the opening due to the wave action.,node / area
water related,water related,natural,cape,A piece of elevated land sticking out into the sea or large lake.,node
water related,water related,natural,coastline,The line between sea and land indicating mean high water (springs): the water lies on the right side of the way.,way
water related,water related,natural,crevasse,A large crack in a glacier,way / area
water related,water related,natural,geyser,A spring characterized by intermittent discharge of water ejected turbulently and accompanied by steam,node
water related,water related,natural,glacier,A permanent body of ice formed naturally from snow that is moving under its own weight.,node / area
water related,water related,natural,hot_spring,A spring of geothermally heated groundwater,node / area
water related,water related,natural,isthmus,"A narrow strip of land, bordered by water on both sides and connecting two larger land masses",node / area
water related,water related,natural,mud,Area covered with mud: water saturated fine grained soil without significant plant growth.,area
water related,water related,natural,peninsula,"A piece of land projecting into water from a larger land mass, nearly surrounded by water",node / area
water related,water related,natural,reef,"A feature (rock, sandbar, coral, etc) lying permanently beneath the surface of the water.",node / way / area
water related,water related,natural,shingle,An accumulation of rounded rock fragments on a beach or riverbed.,area
water related,water related,natural,shoal,An area of the water floor which nears the water surface and is exposed at low tide or when a river/lake is not full of water.,area
water related,water related,natural,spring,A place where ground water flows naturally from the ground,node / area
water related,water related,natural,strait,A narrow area of water surrounded by land on two sides and by water on two other sides.,node / way / area
water related,water related,natural,water,"Any inland body of water, from natural such as a lake or pond to artificial like a moat or canal.",node / area
water related,water related,natural,wetland,A natural area subject to inundation or with waterlogged ground,area
geology related,geology related,natural,arch,"A rock arch naturally formed by erosion, with an opening underneath.",node / way / area
geology related,geology related,natural,arete,"A thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys",way
geology related,geology related,natural,bare_rock,"An area with sparse or no vegetation, so that the bedrock becomes visible",area
geology related,geology related,natural,blockfield,An area covered by boulder- or block-sized rocks.,area
geology related,geology related,natural,cave_entrance,An entrance to a cave: a natural underground space large enough for a human to enter,node / area
geology related,geology related,natural,cliff,"A vertical or almost vertical natural drop in terrain, usually with a bare rock surface. The bottom of the cliff is on the right side of the way.",node / way
geology related,geology related,natural,dune,"A hill of sand formed by wind, covered with no or very little vegetation",node / way / area
geology related,geology related,natural,earth_bank,Large erosion gully or steep earth bank.,way
geology related,geology related,natural,fumarole,"A fumarole is an opening in a planet's crust, which emits steam and gases",node / area
geology related,geology related,natural,hill,"A hill is a landform that is elevated above the surrounding terrain, but is smaller than a mountain.",node / area
geology related,geology related,natural,peak,The top (summit) of a hill or mountain.,node
geology related,geology related,natural,ridge,A mountain landform with a continuous elevated crest or linear hill,way
geology related,geology related,natural,rock,A notable rock or group of rocks attached to the underlying bedrock,node / area
geology related,geology related,natural,saddle,The lowest point along a ridge or between two mountain tops.,node
geology related,geology related,natural,sand,An area covered by sand with no or very little vegetation.,area
geology related,geology related,natural,scree,Unconsolidated angular stones formed by rockfall and weathering from adjacent rock faces.,area
geology related,geology related,natural,sinkhole,A natural depression or hole in the surface topography.,node / area
geology related,geology related,natural,stone,"A single notable freestanding rock, which may differ from the composition of the terrain it lies in.",node / area
geology related,geology related,natural,valley,A natural depression flanked by ridges or ranges of mountains or hills,node / way
geology related,geology related,natural,volcano,An opening exposed on the earth's surface where volcanic material is emitted.,node
office,office,office,accountant,An office for an accountant.,node / area
office,office,office,advertising_agency,"A service-based business dedicated to creating, planning, and handling advertising.",node / area
office,office,office,airline,An office for an airline company.,node / area
office,office,office,architect,An office for an architect or group of architects.,node / area
office,office,office,association,"An office of a non-profit organisation, society, e.g. student, sport, consumer, automobile, bike association, etc.",node / area
office,office,office,broadcaster,A radio or television broadcasting station.,node / area
office,office,office,chamber,"Seat of a professional chamber, such as bar associations or chambers of commerce.",node / area
office,office,office,charity,An office of a charitable organization,node / area
office,office,office,company,An office of a private company.,node / area
office,office,office,construction_company,An office of a building construction company.,node / area
office,office,office,consulting,"An office for a consulting firm, providing expert professional advice to other companies or organisations.",node / area
office,office,office,courier,"A courier delivery service, which is neither a post office nor a national post.",node / area
office,office,office,coworking,An office where people can go to work (typically requires a fee); not limited to a single employer.,node / area
office,office,office,diplomatic,"An embassy, diplomatic mission, consulate or liaison office of a foreign government or parastatal entity in a host country.",node / area
office,office,office,educational_institution,An office for an educational institution.,node / area
office,office,office,employment_agency,An office for an employment service.,node / area
office,office,office,energy_supplier,An office for an energy supplier.,node / area
office,office,office,engineer,An office for an engineer or group of engineers.,node / area
office,office,office,estate_agent,A place where you can rent or buy a house.,node / area
office,office,office,event_management,An office offering support for event planning and management,node / area
office,office,office,financial,An office of a company in the financial sector.,node / area
office,office,office,financial_advisor,A professional who offers financial planning and sells financial services to clients.,node / area
office,office,office,forestry,A forestry office,node / area
office,office,office,foundation,An office of a foundation,node / area
office,office,office,geodesist,An office of scientists studying Earth shape.,node / area
office,office,office,government,"An office of a (supra)national, regional or local government agency or department",node / area
office,office,office,graphic_design,An office of a graphic designer.,node / area
office,office,office,guide,"An office of tour guides, mountain guides, hiking guides, dive guides, etc.",node / area
office,office,office,harbour_master,The Harbourmaster's office.,node / area
office,office,office,insurance,An office at which you can take out insurance policies.,node / area
office,office,office,it,An office for an IT company.,node / area
office,office,office,lawyer,An office for a lawyer.,node / area
