Key_category,Key_subcategory,Key,Value,Description,Element
building,religious,building,kingdom_hall,"A building that was built as a Kingdom Hall. Often used in conjunction with amenity=place_of_worship, religion=christian, denomination=jehovahs_witness and landuse=religious for the grounds where it is in current use.",None
building,religious,building,monastery,"A building constructed as monastery. Often, monasteries consist of several distinct buildings with specific functions. For active monasteries (communities), use amenity=monastery, for the grounds of a former monastery, have a look at historic=monastery",None
building,religious,building,mosque,"A building errected as mosque. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.",None
building,religious,building,presbytery,A building where priests live and work.,None
building,religious,building,shrine,"A building that was built as a shrine. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use. Small structures should consider historic=wayside_shrine.",None
building,religious,building,synagogue,"A building that was built as a synagogue. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.",None
building,religious,building,temple,"A building that was built as a temple. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.",None
building,civic/amenity,building,bakehouse,A building that was built as a bakehouse (i.e. for baking bread). Often used in conjunction with another node amenity=baking_oven and oven=wood_fired.,None
building,civic/amenity,building,bridge,A building used as a bridge (skyway). To map a gatehouse use building=gatehouse. See also bridge=yes for highway=*. Don't use this tag just for marking bridges (their outlines). For such purposes use man_made=bridge.,None
building,civic/amenity,building,civic,"A generic tag for a building created to house some civic amenity, for example amenity=community_centre, amenity=library, amenity=toilets, leisure=sports_centre, leisure=swimming_pool, amenity=townhall etc. Use amenity=* or leisure=* etc. to provide further details. See building=public and more specific tags like building=library as well.",None
building,civic/amenity,building,college,A college building. Use amenity=college on the whole college area to represent the college as an institution.,None
building,civic/amenity,building,fire_station,"A building constructed as fire station, i.e. to house fire fighting equipment and officers, regardless of current use. Add amenity=fire_station on the grounds for an active fire station.",None
building,civic/amenity,building,government,"For government buildings in general, including municipal, provincial and divisional secretaries, government agencies and departments, town halls, (regional) parliaments and court houses.",None
building,civic/amenity,building,gatehouse,"An entry control point building, spanning over a highway that enters a city or compound.",None
building,civic/amenity,building,hospital,A building errected for a hospital. Use amenity=hospital for the hospital grounds.,None
building,civic/amenity,building,kindergarten,"For any generic kindergarten buildings. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a kindergarten in the building, use amenity=kindergarten on the perimeter of the kindergarten grounds.",None
building,civic/amenity,building,museum,A building which was designed as a museum.,None
building,civic/amenity,building,public,"A building constructed as accessible to the general public (a town hall, police station, court house, etc.).",None
building,civic/amenity,building,school,"A building errected as school. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a school, use amenity=school on the perimeter of the school grounds.",None
building,civic/amenity,building,toilets,A toilet block.,None
building,civic/amenity,building,train_station,"A building constructed to be a train station building, including buildings that are abandoned and used nowadays for a different purpose.",None
building,civic/amenity,building,transportation,"A building related to public transport. You will probably want to tag it with proper transport related tag as well, such as public_transport=station. Note that there is a special tag for train station buildings - building=train_station.",None
building,civic/amenity,building,university,A university building. Use amenity=university for the university as an institution.,None
